,x,t,obstacles
1701,True,True,True
1702,False,True,True
1703,False,True,True
1704,False,True,True
1705,False,True,True
1706,False,True,True
1707,False,True,True
1708,False,True,True
1709,False,True,True
1710,True,True,True
1711,True,True,True
1712,True,True,True
1713,False,True,True
1714,False,True,True
1715,False,True,True
1716,False,True,True
1717,False,True,True
1719,False,True,True
1720,False,True,True
1721,False,True,True
1722,False,True,True
1723,False,True,True
1724,False,True,True
1725,True,True,True
1726,False,True,True
1727,False,True,True
1728,False,True,True
1729,False,True,True
1730,False,True,True
1731,False,True,True
1732,True,True,True
1733,False,True,True
1734,False,True,True
1735,False,True,True
1736,False,True,True
1737,False,True,True
1738,False,True,True
1739,False,True,True
1740,True,True,True
1741,False,True,True
1742,False,True,True
1743,False,True,True
1744,False,True,True
1745,True,True,True
1746,False,True,True
1747,False,True,True
1748,False,True,True
1749,False,True,True
1750,True,True,True
1751,False,True,True
1752,True,True,True
1753,False,True,True
1754,False,True,True
1755,False,True,True
1756,False,True,True
1757,False,True,True
1758,False,True,True
1759,True,True,True
1760,False,True,True
1761,False,True,True
1762,False,True,True
1763,False,True,True
1764,True,True,True
1765,True,True,True
1766,False,True,True
1767,True,True,True
1768,False,True,True
1769,False,True,True
1770,False,True,True
1771,False,True,True
1772,False,True,True
1773,False,True,True
1774,False,True,True
1775,False,True,True
1776,True,True,True
1777,False,True,True
1778,True,True,True
1779,False,True,True
1780,False,True,True
1781,False,True,True
1782,False,True,True
1783,False,True,True
1784,False,True,True
1785,False,True,True
1786,False,True,True
1787,False,True,True
1788,True,True,True
1789,False,True,True
1790,False,True,True
1791,False,True,True
1792,False,True,True
1793,False,True,True
1794,False,True,True
1795,False,True,True
1796,False,True,True
1797,False,True,True
1798,False,True,True
1799,False,True,True
1800,False,True,True
1801,True,True,True
1802,False,True,True
1803,False,True,True
1804,False,True,True
1805,True,True,True
1806,True,True,True
1807,False,True,True
1808,False,True,True
1809,False,True,True
1810,True,True,True
1811,True,True,True
1812,False,True,True
1813,False,True,True
1814,False,True,True
1815,True,True,True
1816,False,True,True
1817,False,True,True
1818,False,True,True
1819,False,True,True
1820,False,True,True
1821,True,True,True
1822,False,True,True
1823,False,True,True
1824,False,True,True
1825,False,True,True
1826,False,True,True
1827,False,True,True
1828,False,True,True
1829,False,True,True
1830,True,True,True
1831,False,True,True
1832,False,True,True
1833,False,True,True
1834,False,True,True
1835,False,True,True
1836,False,True,True
1837,False,True,True
1838,False,True,True
1839,False,True,True
1840,False,True,True
1841,False,True,True
1842,True,True,True
1843,False,True,True
1844,False,True,True
1845,False,True,True
1846,False,True,True
1847,False,True,True
1848,False,True,True
1849,True,True,True
1850,False,True,True
1851,False,True,True
1852,False,True,True
1853,False,True,True
1854,False,True,True
1855,False,True,True
1856,False,True,True
1857,False,True,True
1858,True,True,True
1859,False,True,True
1860,False,True,True
1861,False,True,True
1862,True,True,True
1863,False,True,True
1864,False,True,True
1865,False,True,True
1866,False,True,True
1867,False,True,True
1868,False,True,True
1869,False,True,True
1870,False,True,True
1871,True,True,True
1872,False,True,True
1873,False,True,True
1874,False,True,True
1875,False,True,True
1876,False,True,True
1877,True,True,True
1878,False,True,True
1879,False,True,True
1880,False,True,True
1881,False,True,True
1882,False,True,True
1883,False,True,True
1884,False,True,True
1885,False,True,True
1886,False,True,True
1887,False,True,True
1888,False,True,True
1889,False,True,True
1890,True,True,True
1891,False,True,True
1892,False,True,True
1893,False,True,True
1894,False,True,True
1895,True,True,True
1896,False,True,True
1897,False,True,True
1898,False,True,True
1899,False,True,True
1900,True,True,True
1901,False,True,True
1902,False,True,True
1903,False,True,True
1904,False,True,True
1905,False,True,True
1906,False,True,True
1907,False,True,True
1908,False,True,True
1909,False,True,True
1910,False,True,True
1911,False,True,True
1912,False,True,True
1913,False,True,True
1914,True,True,True
1915,False,True,True
1916,False,True,True
1917,True,True,True
1918,False,True,True
1919,False,True,True
1920,False,True,True
1921,False,True,True
1922,True,True,True
1923,False,True,True
1924,True,True,True
1925,False,True,True
1926,False,True,True
1927,False,True,True
1928,False,True,True
1929,False,True,True
1930,False,True,True
1931,False,True,True
1932,False,True,True
1933,False,True,True
1935,True,True,True
1936,False,True,True
1937,False,True,True
1938,False,True,True
1939,False,True,True
1940,False,True,True
1941,False,True,True
1942,False,True,True
1943,False,True,True
1944,False,True,True
1945,False,True,True
1946,False,True,True
1947,False,True,True
1948,False,True,True
1950,True,True,True
1951,False,True,True
1952,False,True,True
1953,False,True,True
1954,False,True,True
1955,False,True,True
1956,True,True,True
1957,False,True,True
1958,False,True,True
1959,True,True,True
1960,False,True,True
1961,False,True,True
1962,False,True,True
1963,True,True,True
1964,False,True,True
1965,False,True,True
1966,True,True,True
1967,False,True,True
1968,False,True,True
1969,False,True,True
1970,True,True,True
1971,False,True,True
1972,False,True,True
1973,False,True,True
1974,False,True,True
1975,True,True,True
1976,True,True,True
1977,False,True,True
1978,False,True,True
1979,True,True,True
1980,False,True,True
1981,True,True,True
1982,True,True,True
1983,True,True,True
1984,False,True,True
1985,False,True,True
1986,False,True,True
1987,False,True,True
1988,False,True,True
1989,False,True,True
1990,True,True,True
1991,False,True,True
1992,False,True,True
1993,True,True,True
1994,False,True,True
1995,False,True,True
1996,False,True,True
1997,False,True,True
1998,False,True,True
1999,True,True,True
2000,False,True,True
2001,False,True,True
2002,False,True,True
2003,True,True,True
2004,False,True,True
2005,False,True,True
2006,False,True,True
2007,True,True,True
2008,False,True,True
2009,False,True,True
2010,False,True,True
2011,True,True,True
2012,False,True,True
2013,False,True,True
2014,True,True,True
2015,False,True,True
2016,False,True,True
2017,False,True,True
2018,False,True,True
2019,True,True,True
2020,False,True,True
2021,False,True,True
2022,False,True,True
2023,False,True,True
2024,False,True,True
2025,False,True,True
2026,True,True,True
2027,False,True,True
2028,False,True,True
2029,False,True,True
2030,True,True,True
2031,False,True,True
2032,False,True,True
2033,True,True,True
2034,False,True,True
2035,True,True,True
2036,False,True,True
2037,True,True,True
2039,True,True,True
2040,False,True,True
2041,False,True,True
2042,False,True,True
2043,False,True,True
2044,True,True,True
2045,False,True,True
2047,False,True,True
2048,False,True,True
2049,False,True,True
2050,False,True,True
2051,False,True,True
2052,False,True,True
2053,False,True,True
2054,False,True,True
2055,False,True,True
2056,False,True,True
2057,False,True,True
2058,True,True,True
2059,False,True,True
2060,False,True,True
2062,False,True,True
2063,False,True,True
2064,False,True,True
2065,False,True,True
2066,True,True,True
2067,False,True,True
2068,False,True,True
2069,False,True,True
2070,False,True,True
2071,False,True,True
2072,False,True,True
2073,False,True,True
2074,False,True,True
2075,True,True,True
2076,False,True,True
2077,False,True,True
2078,False,True,True
2079,False,True,True
2080,True,True,True
2081,False,True,True
2082,True,True,True
2083,False,True,True
2084,False,True,True
2085,False,True,True
2086,True,True,True
2087,True,True,True
2088,False,True,True
2089,False,True,True
2090,False,True,True
2091,False,True,True
2092,False,True,True
2093,False,True,True
2094,False,True,True
2095,False,True,True
2096,False,True,True
2097,True,True,True
2098,False,True,True
2099,False,True,True
2100,True,True,True
2101,False,True,True
2102,False,True,True
2103,False,True,True
2104,False,True,True
2105,True,True,True
2106,False,True,True
2107,False,True,True
2108,False,True,True
2109,False,True,True
2110,False,True,True
2111,False,True,True
2112,False,True,True
2113,False,True,True
2114,True,True,True
2115,False,True,True
2116,False,True,True
2117,False,True,True
2118,False,True,True
2119,False,True,True
2120,False,True,True
2122,False,True,True
2123,False,True,True
2124,True,True,True
2125,True,True,True
2126,False,True,True
2127,False,True,True
2128,False,True,True
2129,False,True,True
2130,False,True,True
2131,False,True,True
2132,False,True,True
2133,True,True,True
2134,False,True,True
2135,False,True,True
2136,True,True,True
2137,False,True,True
2138,False,True,True
2139,False,True,True
2141,False,True,True
2142,True,True,True
2143,False,True,True
2144,False,True,True
2146,False,True,True
2147,False,True,True
2148,False,True,True
2149,True,True,True
2150,False,True,True
2151,False,True,True
2152,False,True,True
2153,False,True,True
2154,True,True,True
2155,False,True,True
2156,True,True,True
2157,False,True,True
2158,False,True,True
2159,False,True,True
2160,False,True,True
2161,False,True,True
2162,False,True,True
2163,False,True,True
2164,False,True,True
2165,False,True,True
2166,False,True,True
2167,False,True,True
2168,False,True,True
2169,False,True,True
2170,True,True,True
2171,False,True,True
2172,False,True,True
2173,False,True,True
2174,False,True,True
2175,False,True,True
2176,False,True,True
2177,False,True,True
2178,False,True,True
2179,False,True,True
2180,False,True,True
2181,False,True,True
2182,False,True,True
2183,False,True,True
2184,False,True,True
2185,False,True,True
2186,False,True,True
2187,True,True,True
2188,False,True,True
2189,False,True,True
2190,False,True,True
2191,False,True,True
2192,False,True,True
2193,False,True,True
2194,False,True,True
2195,False,True,True
2197,False,True,True
2198,False,True,True
2199,False,True,True
2200,True,True,True
2201,False,True,True
2202,False,True,True
2203,False,True,True
2204,False,True,True
2205,False,True,True
2206,False,True,True
2207,False,True,True
2208,False,True,True
2210,False,True,True
2211,False,True,True
2212,False,True,True
2213,False,True,True
2214,False,True,True
2215,False,True,True
2216,False,True,True
2217,False,True,True
2218,False,True,True
2219,False,True,True
2221,False,True,True
2222,False,True,True
2223,False,True,True
2224,False,True,True
2225,False,True,True
2226,False,True,True
2227,False,True,True
2228,False,True,True
2229,False,True,True
2230,False,True,True
2231,False,True,True
2233,False,True,True
2234,False,True,True
2235,False,True,True
2236,False,True,True
2237,True,True,True
2238,False,True,True
2239,False,True,True
2240,True,True,True
2241,False,True,True
2242,True,True,True
2243,False,True,True
2244,False,True,True
2245,False,True,True
2246,True,True,True
2247,False,True,True
2248,False,True,True
2250,False,True,True
2251,True,True,True
2252,False,True,True
2253,False,True,True
2254,False,True,True
2255,False,True,True
2256,False,True,True
2257,False,True,True
2258,False,True,True
2259,False,True,True
2260,False,True,True
2261,False,True,True
2262,False,True,True
2263,False,True,True
2264,False,True,True
2265,False,True,True
2266,False,True,True
2267,False,True,True
2268,False,True,True
2269,False,True,True
2270,False,True,True
2271,False,True,True
2272,True,True,True
2273,False,True,True
2274,False,True,True
2275,False,True,True
2276,False,True,True
2277,False,True,True
2278,True,True,True
2279,False,True,True
2280,True,True,True
2281,False,True,True
2282,False,True,True
2283,False,True,True
2284,False,True,True
2285,False,True,True
2286,False,True,True
2287,False,True,True
2288,False,True,True
2289,False,True,True
2290,False,True,True
2291,False,True,True
2292,False,True,True
2293,True,True,True
2294,False,True,True
2295,False,True,True
2296,False,True,True
2299,False,True,True
2300,False,True,True
2301,False,True,True
2302,True,True,True
2303,False,True,True
2304,False,True,True
2305,False,True,True
2306,False,True,True
2307,False,True,True
2308,False,True,True
2309,True,True,True
2310,False,True,True
2311,False,True,True
2312,False,True,True
2313,True,True,True
2315,False,True,True
2316,False,True,True
2317,True,True,True
2318,True,True,True
2319,False,True,True
2321,False,True,True
2322,False,True,True
2323,False,True,True
2324,False,True,True
2325,False,True,True
2326,False,True,True
2327,False,True,True
2328,False,True,True
2330,False,True,True
2331,True,True,True
2332,False,True,True
2333,False,True,True
2334,False,True,True
2335,False,True,True
2336,False,True,True
2337,True,True,True
2338,False,True,True
2339,False,True,True
2340,False,True,True
2341,False,True,True
2342,False,True,True
2343,False,True,True
2344,False,True,True
2345,False,True,True
2346,True,True,True
2347,False,True,True
2348,False,True,True
2349,False,True,True
2350,False,True,True
2351,False,True,True
2352,False,True,True
2353,True,True,True
2355,False,True,True
2356,False,True,True
2357,False,True,True
2358,True,True,True
2359,True,True,True
2361,False,True,True
2362,False,True,True
2363,False,True,True
2364,False,True,True
2365,False,True,True
2366,False,True,True
2367,False,True,True
2368,False,True,True
2369,False,True,True
2370,False,True,True
2372,False,True,True
2373,False,True,True
2374,False,True,True
2375,True,True,True
2376,True,True,True
2377,False,True,True
2378,False,True,True
2379,False,True,True
2380,False,True,True
2381,False,True,True
2382,False,True,True
2383,False,True,True
2384,True,True,True
2385,True,True,True
2386,False,True,True
2387,False,True,True
2388,False,True,True
2389,True,True,True
2390,False,True,True
2391,False,True,True
2392,False,True,True
2393,False,True,True
2394,False,True,True
2395,False,True,True
2396,False,True,True
2397,False,True,True
2398,False,True,True
2399,False,True,True
2400,False,True,True
2401,False,True,True
2402,False,True,True
2403,True,True,True
2404,False,True,True
2405,False,True,True
2406,True,True,True
2407,False,True,True
2408,True,True,True
2409,False,True,True
2410,False,True,True
2412,False,True,True
2413,False,True,True
2414,True,True,True
2415,False,True,True
2416,False,True,True
2417,False,True,True
2418,False,True,True
2419,False,True,True
2420,False,True,True
2422,False,True,True
2423,False,True,True
2424,True,True,True
2425,False,True,True
2426,False,True,True
2427,False,True,True
2428,True,True,True
2429,False,True,True
2430,False,True,True
2431,False,True,True
2432,False,True,True
2433,False,True,True
2434,False,True,True
2435,True,True,True
2436,False,True,True
2437,False,True,True
2438,False,True,True
2439,True,True,True
2440,False,True,True
2441,False,True,True
2442,False,True,True
2443,True,True,True
2444,False,True,True
2445,True,True,True
2446,False,True,True
2447,False,True,True
2448,False,True,True
2449,True,True,True
2450,True,True,True
2451,True,True,True
2452,False,True,True
2453,False,True,True
2454,True,True,True
2455,True,True,True
2456,False,True,True
2457,False,True,True
2458,True,True,True
2459,False,True,True
2460,False,True,True
2461,False,True,True
2462,False,True,True
2463,False,True,True
2464,False,True,True
2465,False,True,True
2466,False,True,True
2467,True,True,True
2468,False,True,True
2469,False,True,True
2470,False,True,True
2471,False,True,True
2472,False,True,True
2473,False,True,True
2474,False,True,True
2475,False,True,True
2476,False,True,True
2477,False,True,True
2478,False,True,True
2479,False,True,True
2480,False,True,True
2481,True,True,True
2482,True,True,True
2483,True,True,True
2484,False,True,True
2485,False,True,True
2486,False,True,True
2487,False,True,True
2488,False,True,True
2489,False,True,True
2490,False,True,True
2491,False,True,True
2492,False,True,True
2493,False,True,True
2494,False,True,True
2495,False,True,True
2496,True,True,True
2497,False,True,True
2498,False,True,True
2499,True,True,True
2500,False,True,True
2501,False,True,True
2502,False,True,True
2503,False,True,True
2504,False,True,True
2505,True,True,True
2506,False,True,True
2507,False,True,True
2508,False,True,True
2509,False,True,True
2510,False,True,True
2511,False,True,True
2512,True,True,True
2513,True,True,True
2514,False,True,True
2515,False,True,True
2516,True,True,True
2517,False,True,True
2518,False,True,True
2519,False,True,True
2520,False,True,True
2521,True,True,True
2522,False,True,True
2523,True,True,True
2524,True,True,True
2525,False,True,True
2526,False,True,True
2527,False,True,True
2528,False,True,True
2529,False,True,True
2530,False,True,True
2531,False,True,True
2532,False,True,True
2533,False,True,True
2534,False,True,True
2535,False,True,True
2536,False,True,True
2537,False,True,True
2538,False,True,True
2539,False,True,True
2540,False,True,True
2541,True,True,True
2542,False,True,True
2543,False,True,True
2544,False,True,True
2545,False,True,True
2546,False,True,True
2547,False,True,True
2548,False,True,True
2549,False,True,True
2550,False,True,True
2551,False,True,True
2552,False,True,True
2553,False,True,True
2554,False,True,True
2555,False,True,True
2556,False,True,True
2557,False,True,True
2558,False,True,True
2559,False,True,True
2560,False,True,True
2561,False,True,True
2562,False,True,True
2563,False,True,True
2564,False,True,True
2565,False,True,True
2566,False,True,True
2567,False,True,True
2568,False,True,True
2569,False,True,True
2570,False,True,True
2571,False,True,True
2572,False,True,True
2573,False,True,True
2574,False,True,True
2575,True,True,True
2576,False,True,True
2577,False,True,True
2578,False,True,True
2579,False,True,True
2580,False,True,True
2581,False,True,True
2582,False,True,True
2584,False,True,True
2585,False,True,True
2586,False,True,True
2587,True,True,True
2588,False,True,True
2589,False,True,True
2591,False,True,True
2592,False,True,True
2593,False,True,True
2594,False,True,True
2595,False,True,True
2596,False,True,True
2597,False,True,True
2598,False,True,True
2599,True,True,True
2600,False,True,True
2601,False,True,True
2602,False,True,True
2603,False,True,True
2604,False,True,True
2605,False,True,True
2606,False,True,True
2607,False,True,True
2608,True,True,True
2609,True,True,True
2610,False,True,True
2611,False,True,True
2612,True,True,True
2613,False,True,True
2614,False,True,True
2615,True,True,True
2616,False,True,True
2617,False,True,True
2618,False,True,True
2619,False,True,True
2620,False,True,True
2621,False,True,True
2622,False,True,True
2623,False,True,True
2624,True,True,True
2625,False,True,True
2626,True,True,True
2627,True,True,True
2628,False,True,True
2629,True,True,True
2631,True,True,True
2633,True,True,True
2634,False,True,True
2635,False,True,True
2636,False,True,True
2637,False,True,True
2638,False,True,True
2639,True,True,True
2640,True,True,True
2641,False,True,True
2642,False,True,True
2643,False,True,True
2644,False,True,True
2646,False,True,True
2647,False,True,True
2648,False,True,True
2650,False,True,True
2651,False,True,True
2652,False,True,True
2653,False,True,True
2654,True,True,True
2655,False,True,True
2656,True,True,True
2657,False,True,True
2658,False,True,True
2659,False,True,True
2660,False,True,True
2661,False,True,True
2662,False,True,True
2663,False,True,True
2664,False,True,True
2665,False,True,True
2666,False,True,True
2667,True,True,True
2668,False,True,True
2669,False,True,True
2670,False,True,True
2671,False,True,True
2672,True,True,True
2673,True,True,True
2674,False,True,True
2675,False,True,True
2676,False,True,True
2677,True,True,True
2679,False,True,True
2680,True,True,True
2681,False,True,True
2682,False,True,True
2683,False,True,True
2684,False,True,True
2685,False,True,True
2686,False,True,True
2687,False,True,True
2688,False,True,True
2689,False,True,True
2690,False,True,True
2691,False,True,True
2692,False,True,True
2693,True,True,True
2694,False,True,True
2695,True,True,True
2696,False,True,True
2697,False,True,True
2698,True,True,True
2699,False,True,True
2700,False,True,True
2701,False,True,True
2702,False,True,True
2703,False,True,True
2704,True,True,True
2705,False,True,True
2706,False,True,True
2707,False,True,True
2708,False,True,True
2709,False,True,True
2710,True,True,True
2711,False,True,True
2713,False,True,True
2714,False,True,True
2715,False,True,True
2716,False,True,True
2717,False,True,True
2718,True,True,True
2719,False,True,True
2720,False,True,True
2721,False,True,True
2722,False,True,True
2723,True,True,True
2724,True,True,True
2725,False,True,True
2726,False,True,True
2727,False,True,True
2728,False,True,True
2729,False,True,True
2730,False,True,True
2731,True,True,True
2732,False,True,True
2733,False,True,True
2734,False,True,True
2735,False,True,True
2736,False,True,True
2737,False,True,True
2738,False,True,True
2739,False,True,True
2740,False,True,True
2741,True,True,True
2742,False,True,True
2743,False,True,True
2744,False,True,True
2745,False,True,True
2746,False,True,True
2747,True,True,True
2748,True,True,True
2749,False,True,True
2750,False,True,True
2751,True,True,True
2752,True,True,True
2753,False,True,True
2754,True,True,True
2755,False,True,True
2756,True,True,True
2757,True,True,True
2758,False,True,True
2759,False,True,True
2760,False,True,True
2761,False,True,True
2762,False,True,True
2763,False,True,True
2764,False,True,True
2765,False,True,True
2766,False,True,True
2767,True,True,True
2768,True,True,True
2769,False,True,True
2770,False,True,True
2771,False,True,True
2772,False,True,True
2773,False,True,True
2774,False,True,True
2775,False,True,True
2776,False,True,True
2777,False,True,True
2778,False,True,True
2780,False,True,True
2781,True,True,True
2782,False,True,True
2783,True,True,True
2784,False,True,True
2785,True,True,True
2786,False,True,True
2787,False,True,True
2788,False,True,True
2789,False,True,True
2790,False,True,True
2791,False,True,True
2792,False,True,True
2793,False,True,True
2794,False,True,True
2795,False,True,True
2796,False,True,True
2797,False,True,True
2798,False,True,True
2799,False,True,True
2801,False,True,True
2802,False,True,True
2803,False,True,True
2804,False,True,True
2805,False,True,True
2806,False,True,True
2807,False,True,True
2808,False,True,True
2809,False,True,True
2810,False,True,True
2811,False,True,True
2812,False,True,True
2813,False,True,True
2814,False,True,True
2815,False,True,True
2816,False,True,True
2817,False,True,True
2818,False,True,True
2819,False,True,True
2820,False,True,True
2821,False,True,True
2822,False,True,True
2823,False,True,True
2824,False,True,True
2825,False,True,True
2826,False,True,True
2827,False,True,True
2828,False,True,True
2829,False,True,True
2830,False,True,True
2831,False,True,True
2832,False,True,True
2833,False,True,True
2834,False,True,True
2835,False,True,True
2836,False,True,True
2837,True,True,True
2838,False,True,True
2839,False,True,True
2840,True,True,True
2841,False,True,True
2842,False,True,True
2843,False,True,True
2844,False,True,True
2845,False,True,True
2846,False,True,True
2847,False,True,True
2848,False,True,True
2849,True,True,True
2850,False,True,True
2851,False,True,True
2852,False,True,True
2853,False,True,True
2854,True,True,True
2855,False,True,True
2856,False,True,True
2857,False,True,True
2858,False,True,True
2859,True,True,True
2860,False,True,True
2861,False,True,True
2862,False,True,True
2863,False,True,True
2864,True,True,True
2865,True,True,True
2866,False,True,True
2867,True,True,True
2868,False,True,True
2869,False,True,True
2870,False,True,True
2871,False,True,True
2872,False,True,True
2873,True,True,True
2874,False,True,True
2875,False,True,True
2876,False,True,True
2877,False,True,True
2878,False,True,True
2879,False,True,True
2880,False,True,True
2881,False,True,True
2882,True,True,True
2883,False,True,True
2884,False,True,True
2885,False,True,True
2886,False,True,True
2888,False,True,True
2889,False,True,True
2890,False,True,True
2891,False,True,True
2892,False,True,True
2893,True,True,True
2894,True,True,True
2895,False,True,True
2896,False,True,True
2897,False,True,True
2898,False,True,True
2899,False,True,True
2900,False,True,True
2901,False,True,True
2902,False,True,True
2903,False,True,True
2904,False,True,True
2905,True,True,True
2906,False,True,True
2907,False,True,True
2908,False,True,True
2909,True,True,True
2910,False,True,True
2911,False,True,True
2913,False,True,True
2914,False,True,True
2916,False,True,True
2917,False,True,True
2918,False,True,True
2919,False,True,True
2920,False,True,True
2921,True,True,True
2922,False,True,True
2923,False,True,True
2924,False,True,True
2925,False,True,True
2926,False,True,True
2928,False,True,True
2929,False,True,True
2930,True,True,True
2931,False,True,True
2932,False,True,True
2933,False,True,True
2934,False,True,True
2935,True,True,True
2936,True,True,True
2937,False,True,True
2938,True,True,True
2939,False,True,True
2940,False,True,True
2941,False,True,True
2942,True,True,True
2944,False,True,True
2945,False,True,True
2946,False,True,True
2947,False,True,True
2948,True,True,True
2949,True,True,True
2950,False,True,True
2951,False,True,True
2952,False,True,True
2953,False,True,True
2954,False,True,True
2955,False,True,True
2956,True,True,True
2957,False,True,True
2958,False,True,True
2959,True,True,True
2960,False,True,True
2961,False,True,True
2962,False,True,True
2963,True,True,True
2964,True,True,True
2965,True,True,True
2966,False,True,True
2967,False,True,True
2968,False,True,True
2969,False,True,True
2970,True,True,True
2971,True,True,True
2972,False,True,True
2973,True,True,True
2974,True,True,True
2975,False,True,True
2976,False,True,True
2977,False,True,True
2978,False,True,True
2979,True,True,True
2980,False,True,True
2981,True,True,True
2982,False,True,True
2983,False,True,True
2984,False,True,True
2985,False,True,True
2987,False,True,True
2988,False,True,True
2989,True,True,True
2990,False,True,True
2991,False,True,True
2992,False,True,True
2993,False,True,True
2994,False,True,True
2995,False,True,True
2996,True,True,True
2997,False,True,True
2998,True,True,True
2999,True,True,True
3000,False,True,True
3001,True,True,True
3002,False,True,True
3003,False,True,True
3004,False,True,True
3005,False,True,True
3006,False,True,True
3007,False,True,True
3009,False,True,True
3010,False,True,True
3011,False,True,True
3012,False,True,True
3013,False,True,True
3014,False,True,True
3015,False,True,True
3016,True,True,True
3017,True,True,True
3018,False,True,True
3019,False,True,True
3020,False,True,True
3021,False,True,True
3022,False,True,True
3023,False,True,True
3024,True,True,True
3025,True,True,True
3026,False,True,True
3027,False,True,True
3029,False,True,True
3030,False,True,True
3031,False,True,True
3032,False,True,True
3034,False,True,True
3035,False,True,True
3036,True,True,True
3037,True,True,True
3038,False,True,True
3039,False,True,True
3040,False,True,True
3041,False,True,True
3042,False,True,True
3043,False,True,True
3044,False,True,True
3045,False,True,True
3046,False,True,True
3047,False,True,True
3048,False,True,True
3049,False,True,True
3050,True,True,True
3052,False,True,True
3053,False,True,True
3054,False,True,True
3055,False,True,True
3056,False,True,True
3057,False,True,True
3058,False,True,True
3059,False,True,True
3060,False,True,True
3061,False,True,True
3062,False,True,True
3063,False,True,True
3064,False,True,True
3065,False,True,True
3066,False,True,True
3067,True,True,True
3068,True,True,True
3069,False,True,True
3070,False,True,True
3071,False,True,True
3072,False,True,True
3073,False,True,True
3074,False,True,True
3075,False,True,True
3076,False,True,True
3078,False,True,True
3079,False,True,True
3080,False,True,True
3081,False,True,True
3082,False,True,True
3083,False,True,True
3084,True,True,True
3085,True,True,True
3086,False,True,True
3087,True,True,True
3088,False,True,True
3089,False,True,True
3090,False,True,True
3091,True,True,True
3092,False,True,True
3093,False,True,True
3094,False,True,True
3095,True,True,True
3096,True,True,True
3097,False,True,True
3098,True,True,True
3099,False,True,True
3100,False,True,True
3101,False,True,True
3102,False,True,True
3103,False,True,True
3104,False,True,True
3105,False,True,True
3106,False,True,True
3107,False,True,True
3108,False,True,True
3109,False,True,True
3110,False,True,True
3111,False,True,True
3112,True,True,True
3113,False,True,True
3114,False,True,True
3115,False,True,True
3116,False,True,True
3117,False,True,True
3118,False,True,True
3119,False,True,True
3120,False,True,True
3121,False,True,True
3122,False,True,True
3123,False,True,True
3124,False,True,True
3125,True,True,True
3126,False,True,True
3127,False,True,True
3128,False,True,True
3129,False,True,True
3130,False,True,True
3131,False,True,True
3132,False,True,True
3133,False,True,True
3134,False,True,True
3135,False,True,True
3136,False,True,True
3137,True,True,True
3139,False,True,True
3140,False,True,True
3141,False,True,True
3142,True,True,True
3143,False,True,True
3144,True,True,True
3145,False,True,True
3146,False,True,True
3147,False,True,True
3148,True,True,True
3149,False,True,True
3150,False,True,True
3151,False,True,True
3152,False,True,True
3153,False,True,True
3154,True,True,True
3155,False,True,True
3156,True,True,True
3157,False,True,True
3158,False,True,True
3159,False,True,True
3160,False,True,True
3161,False,True,True
3162,False,True,True
3163,False,True,True
3164,False,True,True
3165,False,True,True
3166,False,True,True
3167,False,True,True
3168,False,True,True
3169,False,True,True
3170,False,True,True
3171,False,True,True
3172,False,True,True
3173,True,True,True
3174,False,True,True
3175,False,True,True
3176,False,True,True
3177,False,True,True
3178,False,True,True
3179,False,True,True
3180,False,True,True
3181,False,True,True
3182,False,True,True
3183,False,True,True
3184,False,True,True
3186,False,True,True
3187,False,True,True
3188,False,True,True
3189,False,True,True
3190,False,True,True
3191,True,True,True
3192,False,True,True
3193,False,True,True
3194,False,True,True
3195,False,True,True
3196,False,True,True
3198,False,True,True
3199,False,True,True
3201,False,True,True
3202,False,True,True
3203,False,True,True
3204,False,True,True
3205,True,True,True
3206,False,True,True
3207,True,True,True
3208,False,True,True
3209,False,True,True
3210,False,True,True
3211,False,True,True
3213,False,True,True
3214,False,True,True
3215,False,True,True
3216,False,True,True
3217,False,True,True
3218,False,True,True
3219,False,True,True
3220,False,True,True
3221,False,True,True
3222,True,True,True
3223,False,True,True
3224,False,True,True
3226,False,True,True
3227,True,True,True
3228,False,True,True
3229,False,True,True
3230,False,True,True
3231,False,True,True
3232,False,True,True
3233,False,True,True
3234,False,True,True
3235,False,True,True
3236,False,True,True
3237,False,True,True
3238,False,True,True
3239,False,True,True
3240,False,True,True
3242,False,True,True
3243,False,True,True
3244,True,True,True
3245,False,True,True
3246,True,True,True
3247,False,True,True
3248,False,True,True
3249,False,True,True
3250,False,True,True
3251,True,True,True
3252,False,True,True
3253,False,True,True
3254,False,True,True
3255,True,True,True
3256,False,True,True
3257,False,True,True
3258,False,True,True
3259,False,True,True
3260,False,True,True
3261,True,True,True
3262,False,True,True
3263,False,True,True
3264,False,True,True
3265,False,True,True
3266,False,True,True
3267,True,True,True
3268,False,True,True
3269,False,True,True
3270,False,True,True
3271,False,True,True
3272,True,True,True
3273,False,True,True
3274,False,True,True
3275,True,True,True
3276,False,True,True
3277,False,True,True
3279,False,True,True
3280,False,True,True
3281,False,True,True
3282,True,True,True
3283,False,True,True
3284,False,True,True
3285,False,True,True
3286,False,True,True
3287,False,True,True
3288,False,True,True
3289,True,True,True
3290,False,True,True
3291,False,True,True
3292,False,True,True
3293,False,True,True
3294,True,True,True
3295,False,True,True
3296,False,True,True
3297,False,True,True
3298,False,True,True
3299,False,True,True
3300,True,True,True
3301,False,True,True
3302,False,True,True
3303,False,True,True
3304,False,True,True
3305,True,True,True
3306,False,True,True
3307,False,True,True
